# icr-intercell gene name dictionary v0.2
#
# jamesc@icr.ac.uk, 13th May 2014
#
# This file is used as a dictionary to standardise gene names in different data sets
# Cell line names found in the first column (alias) should be converted to those
# given in the second column (gene_name).
#
# Gene name information was extracted from columns 4 and 7 in the file:
# 	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/GENE_INFO/Mammalia/Homo_sapiens.gene_info.gz
#
# This version contains 102615 alia for 47634 distinct gene names
#
# Changes: 
#   changed HGF\tSOS1 to HGF\tHGF
#	changed APC\tPROC to APC\APC
# need to address the issue of an official gene name being an alias for another gene...
#
#alias	gene_name
DDC8	TIMP2
CYP2AB1P	CYP2AB1P
OR2I4P	OR2I1P
MMS4L	EME1
LOC100533937	LOC100533937
RN5S40	RNA5SP40
SNORA1	SNORA1
DBNDD1	DBNDD1
FAIM	FAIM
SZT2	SZT2
VERGE	APOLD1
MTND2P12	MTND2P12
GABRP	GABRP
LOC101928719	LOC101928719
LOC102724981	LOC102724981
RNU64	SNORA64
BORG4	CDC42EP4
CCX-CKR	ACKR4
DUSP17	DUSP19
OR52J2P	OR52J2P
PVALB	PVALB
mtSerRS	SARS2
NCRNA00168	ADARB2-AS1
MIR199B	MIR199B
LOC400756	LOC400756
RBMY2XP	RBMY2XP
huCDC7	CDC7
LOC101927247	LOC101927247
RPS2_25_1553	RPS2P47
LOC100533670	LOC100533670
LDHAP7	LDHAP7
LOC101928189	LOC101928189
C20orf1	TPX2
TAL1	TAL1
hCS-L	CSHL1
UBEL1	UBE2L1
ABCC5	ABCC5
MIRN518A1	MIR518A1
G24	LACTB
IGHV2OR16-5	IGHV2OR16-5
RPL13A_1_58	RPL13AP9
TICN3	SPOCK3
ILF2P1	ILF2P1
SDHAL1	SDHAP1
BRDT	BRDT
C8orf31	C8orf31
LOC102724433	LOC102724433
OB-R	LEPR
CDC45	CDC45
HNF-1A	HNF1A
LOC101927185	LOC101927185
C-SAA	SAA4
DFNX5	AUNX1
RING1B	RNF2
H3.X	H3.X
DCDC4B	RP1L1
MIRN1302-6	MIR1302-6
ZNF121	ZNF121
RAD50	RAD50
MIR4767	MIR4767
ZNF363	RCHY1
ARIP1	ACTRT1
HPDR1	PHEX
CLEC13A	CD302
NCL	DNAJC5
eMDCII	ADAM28
a1/3GTP	GGTA1P
PSMD10	PSMD10
MOBP	MOBP
GPA	GYPA
WAVE1	WASF1
KRTAP5-3	KRTAP5-7
HRH1	DHX34
SNAP-47	SNAP47
C5orf30	C5orf30
KIA001LB	RAPGEF6
RASGRP3	RASGRP3
LOC284837	LOC284837
MASTR	MAMSTR
LOC646665	LOC646665
OPN1	OPHN1
IRTA1	FCRL4
RPL37_1_4	RPL37P9
hCARD9	CARD9
LGMD1E	DNAJB6
GSD13	ENO3
hsa-mir-1231	MIR1231
ESG	SGCE
A28-RGS14P	RGS16
OR2A25	OR2A25
CXorf59	CHDC2
LRMP	LRMP
bA522L3.2	MTND2P2
LOC100420798	LOC100420798
C17orf98	C17orf98
ARC33	MED6
PLNHR	SELL
TFL	ZC3H12D
LOC100418646	LOC100418646
LRSAM1	LRSAM1
HOMG5	CLDN19
MMIF	MIF
NT5	SLC6A16
HBM	LRP5
MIRN15B	MIR15B
L4mt	MRPL4
EN2	EN2
HSPE1P8	HSPE1P8
MIR6846	MIR6846
TRSLN	TSN
C20orf84	DZANK1
TOX2	TOX2
LOC101927825	LOC101927825
CTAGE3	CTAGE3P
HEL-220	VCP
DHHC19	ZDHHC19
MED15	MED15
OR5BN1P	OR5BN1P
1810012E07Rik	SEC11A
MT1HL1	MT1HL1
MTPN	MTPN
RPS21_3_1599	RPS21P6
mcdrh	DDX50
RN5S358	RNA5SP358
LOC101928638	LOC101928638
NP81	LRCH1
CD49B	ITGA2
KAT4	TAF1
THRSPL	MID1IP1
PEDF-R	PNPLA2
MGC:33837	RBM12B
LOC100422549	LOC100422549
LOC102723934	LOC102723934
LOC101929684	LOC101929684
TERF1P3	TERF1P3
hN2	NOTCH2
RIC	FXYD5
C16orf36	FAHD1
LOC100505635	LOC100505635
HSPA8P8	HSPA8P8
P-REX2	PREX2
PIRC7	PIRC7
FLJ25715	FLJ25715
PRAP	HSD17B7
ARL13	ARL13A
MAPK11	MAPK11
TBC1D22A	TBC1D22A
LOC101929369	LOC101929369
HNRPCP	HNRNPCP1
IRDN	INS
NAB1	NAB1
DSC	DSC3
MIRN520A	MIR520A
HBII-85-28	SNORD116-28
NCRNA00275	ZFAS1
ENDO	MANEA
C4.4A	LYPD3
H-GRF55	RASGRF1
TRNAK18	TRNAK18
MED31	MED31
RPS27_5_819	RPS27P17
MAFIP	MAFIP
DORA	IGSF6
PLG	PLG
MIR1261	MIR1261
CTF4	WDHD1
LAMTOR4	LAMTOR4
NUDT16P	NUDT16P1
LOC101927442	LOC101927442
IL36RN	IL36RN
FBP2P1	FBP2P1
NADKD1-AS1	NADK2-AS1
TNRP	TRNP1
NOL7	NOL7
BRMS1L	BRMS1L
BSEP	ABCB11
PANK2	PANK2
MIR190A	MIR190A
HGCN:14099	CCR4
ALDH7	ALDH9A1
vU1.8	RNVU1-8
ADAM8	ADAM8
HSPA-KMT	METTL21A
C20orf145	TMC2
LOC100422524	LOC100422524
NCRNA00227	MACROD2-IT1
RNA5SP438	RNA5SP438
R3HDM	R3HDM1
LOC102724318	LOC102724318
IGHV3-52	IGHV3-52
RPL23P8	RPL23P8
SAA4	SAA4
GRCA	GPR162
TYKLM3	LMTK3
ZCCHC2	ZCCHC2
LOC102723342	LOC102723342
Mrec1.3	LPAR1
Mdgt	HOXD-AS1
TTTY17	TTTY17A
GluN2B	GRIN2B
LOC101928483	LOC101928483
SCNEB	SCNN1B
ALG-4	PDCD11
C1orf194	C1orf194
O/E-2	EBF3
GUCD1	GUCD1
MIRN27B	MIR27B
RPS6_9_1270	RPS6P19
CITRIN	SLC25A13
KIAA1586	KIAA1586
DP103	DDX20
HBI-100	SCARNA3
hsa-mir-6879	MIR6879
P5CR	PYCR1
SNHG22	SNHG22
NEUROD6	NEUROD6
ASH2LP1	ASH2LP1
SLC2A4RG	SLC2A4RG
VCY2IP-1	MAP1S
TRAV12-3	TRAV12-3
KIZ	KIZ
MPHOSPH9	MPHOSPH9
ESXR1	ESX1
HMG2L1	HMGXB4
CEACAM19	CEACAM19
MIR541	MIR541
TGM4	TGM4
PDLIM1P4	PDLIM1P4
LOC100128950	LOC100128950
LOC389465	LOC389465
IFITMD2	TMEM233
LOC100509091	LOC100509091
IGHV5A	IGHV5-A
MGAT3	MOGAT3
PSMD10P	PSMD10P1
GTF2H2C	GTF2H2C
SMAN1	SMAN1
LOC147791	LOC147791
IMP2-LIKE	IMMP2L
OR2B1	OR2B6
ALG1L5P	ALG1L5P
KCNAB1-AS2	KCNAB1-AS2
TMEM133	TMEM133
MIR6770-1	MIR6770-1
RNA5SP75	RNA5SP75
ClC-K1	CLCNKA
E-LOX	ALOXE3
HOXC11	HOXC11
LOC101927589	LOC101927589
HELZ	HELZ
MIRK	DYRK1B
ADRB3	ADRB3
PRUNEP1	PRUNEP1
C17orf112	C17orf112
BD-7	DEFB107A
ADCY2	ADCY2
ZNF636	ZNF280A
MBT1	L3MBTL3
LOC100134937	LOC100134937
KLHL20	KLHL20
CAPS1	CADPS
LOC101060043	LOC101060043
LINC00246B	FAM226B
MIR199A1	MIR199A1
DMGDHD	DMGDH
ANKRD33B	ANKRD33B
CZP3	GJA3
LOC101929288	LOC101929288
bioref	ZBTB26
hsa-mir-451a	MIR451A
NOD13	NLRP3P
IGHV124	IGHV1-24
LOC401913	LOC401913
LIPK	LIPK
C21orf92	MRPL39
LOC100128593	LOC100128593
CESR	CES1P1
SNRPD2P1	SNRPD2P1
DAPPER	DACT1
ELMOD3	ELMOD3
HDAC1	HDAC1
LOC100507537	LOC100507537
TRN	TRNAN1
RPL4_2_444	RPL4P4
HERV-K(C7)	ERVK-6
RNU2-2P	RNU2-2P
HERP2	HEY1
HMP70	TM9SF1
BIRC1	NAIP
MTCP1	CMC4
SNORD96B	SNORD96B
GCR	NR3C1
RN5S487	RNA5SP487
SERK1	MAP2K4
SK4	KCNN4
MCP-4	CCL13
LOC101927909	LOC101927909
WDRPUH	WDR16
TRAJ17	TRAJ17
RBK1	KCNA1
LOC102724946	LOC102724946
psiSSX9	SSXP9
LOC101929964	LOC101929964
HSD3B	HSD3B2
PFD	CFP
MIR4701	MIR4701
LMWDSP2	DUSP22
DUS1L	DUS1L
ACTR3P1	ACTR3P1
JTK10	JAK2
LOC100421944	LOC100421944
KDM2B	KDM2B
CHRM3	CHRM3
CDC3	SEPT7
USP50	USP50
RIMKLA	RIMKLA
LOC101927375	LOC101927375
DLX6-AS	DLX6-AS1
MIR1302-1	MIR1302-1
RAC-BETA	AKT2
ATP5J2P3	ATP5J2P3
RPS10_9_805	RPS10P14
URCC4	MRGBP
HSAL4	SALL4
RGPD3	RGPD3
PCDH-GAMMA-B2	PCDHGB2
PSENIP2	PARL
RIP	RPAIN
NET67	KCP
BTD	SP8
MBOAT7	MBOAT7
SNRPB2	SNRPB2
MIR196A2	MIR196A2
FLJ45139	FLJ45139
hRrp4p	EXOSC2
FGF-alpha	FGF1
RPS24P1	RPS24P1
KRTAP19-8	KRTAP19-8
C9orf141	C9orf141
PTMAP6	PTMAP6
RN7SL249P	RN7SL5P
MUC-6	MUC6
MHW1	MHW1
LOC102725128	LOC102725128
HRH-J8	DDX10
OR2M3	OR2M3
BP45	BP45
RPN2	RPN2
eEF1A-1	EEF1A1
MAPKK3	MAP2K3
MIR6081	MIR6081
MRCKB	CDC42BPB
PTE2A	ACOT2
CAMR	HSD17B10
MIR5091	MIR5091
hsp70RY	HSPA4
SNAR-A10	SNAR-A10
APOL	APOL1
CD101	CD101
TRAN2B	TRA2B
C4BPA	C4BPA
GOX	HAO1
APG1	GPR126
LOC100423044	LOC100423044
U1P1	RNU1-13P
HIST1H1D	HIST1H1D
OFD1P3	OFD1P3Y
RPS27_1_33	RPS27P9
NCRNA00130	TTTY8
IGLV3-13	IGLV3-13
14q(II-11)	SNORD114-11
SNORD116-8	SNORD116-8
BOV-1B	RBM8A
LOC283922	LOC283922
XAP135P	PHF10P1
BREA2	BREA2
CKMT2	CKMT2
SLC13A3	SLC13A3
SCDO1	DLL3
N4BP2L1	N4BP2L1
ELOB	TCEB2
ACA7	SNORA7A
HB2A	KRTAP1-1
RPS10P3	RPS10P3
ULIP2	DPYSL2
LONRF1	LONRF1
PL	PNLIP
LOC648149	LOC648149
CACNG6	CACNG6
LCCS4	MYBPC1
RNF11P1	RNF11P1
MIP1B1	CCL4
TRX6	TXNDC8
LRIT3	LRIT3
DPPA4	DPPA4
SLC25A31	SLC25A31
CTRCT40	NHS
KCNMB4	KCNMB4
LOC100127947	LOC100127947
RABL5	IFT22
CGB8	CGB8
ERVK-9	ERVK-9
P450C2E	CYP2E1
BUB3L	BUB3
GALNS	GALNS
LINC01281	LINC01281
GCC185	GCC2
NaDC-1	SLC13A2
Si-1-2-19	SLC2A4RG
LOC101928506	LOC101928506
hsa-mir-943	MIR943
MIR6786	MIR6786
hSK4	KCNN4
LOC100506734	LOC100506734
H1	CLIC4
ZSCAN20	ZSCAN20
BPIFD2	LBP
RPSAP10	RPSAP10
HIST1H2BH	HIST1H2BH
BRD3	BRD3
PCDH-BETA7	PCDHB7
LOC101927665	LOC101927665
HSU79252	MIEF1
LOC102467146	LOC102467146
SLC45A1	SLC45A1
MIR3912	MIR3912
RPL28P3	RPL28P3
HBII-382	SCARNA2
HCC-2	TXNDC5
KCNJ16	KCNJ16
NATP	NATP
ERVH-7	ERVH-7
KNOP1P5	KNOP1P5
GP150	ANPEP
MLK	MAP3K13
ARCND1	GNAI3
LOC101928720	LOC101928720
CABYRP1	CABYRP1
GLC3D	LTBP2
RNA5SP319	RNA5SP319
SCYA3L2	CCL3P1
RPS17A	RPS17P2
RPL35AP11	RPL35AP11
LOC101929516	LOC101929516
BMP2K	BMP2K
UGT8	UGT8
RAPGEF4-AS1	RAPGEF4-AS1
RNASEH2B-AS1	RNASEH2B-AS1
C11orf29	TRIM66
Otlx2	PITX2
HINT1	HINT1
CICP26	CICP26
SFXN5	SFXN5
hsa-mir-662	MIR662
ZBTB31	MYNN
CAGE	DDX53
PTBLP	PTBP2
RHOBTB1	RHOBTB1
SLC4A4	SLC4A4
TAS2R47	TAS2R30
ORCTL2	SLC22A18
SUMO1P3	SUMO1P3
KMT1C	EHMT2
GOLGA6L17P	GOLGA6L17P
CD268	TNFRSF13C
MAP7D1	MAP7D1
PRKM9	MAPK9
LOC101928322	LOC101928322
SIAT7F	ST6GALNAC6
LOC102724537	LOC102724537
PLA2-10	PLA2G5
RAB6	RAB6A
bA418C1.3	CASC10
LMF1-AS1	LMF1-AS1
ILF3-AS1	ILF3-AS1
RPL29P31	RPL29P31
ECHA	HADHA
OR2F4	OR2F1
AO7	RNF25
AP1	JUN
LMBR2	RNF32
SMR	LYPD4
LAPTM4B	LAPTM4B
CDA3	CDAN3
LCN8	LCN8
HLA-DP2B	HLA-DPB2
ZKSCAN12	ZNF263
RPL35AP31	RPL35AP31
SYT4	SYT4
CCDC55P1	NSRP1P1
GPR75	GPR75
EMP	MAEA
TRIM5	TRIM5
HHF5	INSR
APOC1	APOC1
PNUTL2	SEPT4
RPS15P9	RPS15P9
ARHGAP11B	ARHGAP11B
LUCT	CXCL8
SIGLECL1	SIGLECL1
ADAMTS-11	ADAMTS5
RBBP10	RBBP9
RRAGB	RRAGB
LINC00883	LINC00883
HMSE1	CES1
SMARCE1r	HMG20B
TRBV62	TRBV6-2
LOC102724051	LOC102724051
UQCRH	UQCRH
RPL18AP16	RPL18AP16
MIRN548A3	MIR548A3
MRP-L11	MRPL11
SDHA	SDHA
bQB115I13.2	HCG27
S863-5	ADAT3
VEGFB	VEGFB
GEMIN2P2	GEMIN2P2
DEL6PTER	DEL6PTER
ATP5A1P1	ATP5A1P5
LOC100419966	LOC100419966
bA98O11.1	RPS26P2
Fug1	RANGAP1
DRG2	DRG2
KLRB1	KLRB1
SPCS2P2	SPCS2P2
IGLV1-50	IGLV1-50
NKAT5	KIR2DS2
CCDS41658.1	C11orf83
RRF2mt	GFM2
AXUD1	CSRNP1
OR11-70	OR52B2
LOC100420358	LOC100420358
RTVP1	GLIPR1
SPAG12	NHP2L1
SMAP-8	NDRG4
DUSP8	DUSP8
hsa-mir-657	MIR657
SENP5	SENP5
TUBBP1	TUBBP1
SNORA14B	SNORA14B
beta3Glc-T	B3GALTL
p15/PAF	KIAA0101
RNU3P1	RNU3P1
CD142	F3
KPG_010	LPAR5
NOR1	OSCP1
GAGED4	XAGE3
OR8X1P	OR8X1P
HTPCRH07	OR2L2
APG4-C	ATG4C
DEL2P12P11.2	DEL2P12P11.2
KLF3	KLF3
FZR1	FZR1
PRAGMIN	SGK223
LOC644563	LOC644563
CK20	KRT20
B-ATF	MIR7641-2
LOC101930645	LOC101930645
Em:AC068896.3	METTL10
iGNT	B3GNT1
TGN	TG
MAP4	MAP4
PIG50	UBE2T
LOC101928234	LOC101928234
DNM1DN15-1	DNM1P24
GAKIN	KIF13B
SLC6A2	SLC6A2
hCINAP	AK6
PASNA	CACNA1D
RPL18AP5	RPL18AP5
VWFP1	VWFP1
hsa-mir-6887	MIR6887
HIVEP1	HIVEP1
RNA5SP241	RNA5SP241
CC-3	CCL14
HGFB	HGF
DMRT1	DMRT1
LOC101929246	LOC101929246
ANKRD34B	ANKRD34B
LOC102724322	LOC102724322
MT1-MMP	MMP14
CRSP2P	MED14P1
p67	METAP2
HSPB6	HSPB6
KATNBL1P2	KATNBL1P2
IER2	IER2
LOC101927018	LOC101927018
bA204H22.1	SLX4IP
AIFM1	AIFM1
GALT4	B3GALT4
SERPINB9P	SERPINB9P1
C1orf155	CENPL
WFSL	WFS1
AI1C	ENAM
LOC100127940	LOC100127940
MIR146A	MIR146A
ST7OT3	ST7-OT3
PAST1	EHD1
LOC102724076	LOC102724076
SACS-AS1	SACS-AS1
TRNAR2	TRNAR2
LOC102725107	LOC102725107
HLH3	UNC13D
LOC101926940	LOC101926940
RPL23A_25_1093	RPL23AP59
RPL19_5_1105	RPL19P16
ARVCF	ARVCF
LOC101927834	LOC101927834
TYRL	TYRL
FBXO16	FBXO16
PI3KBETA	PIK3CB
C13orf12	POMP
8HS20	VPREB3
KIAA0329	TECPR2
GOLGA8E	GOLGA8EP
DC29	TMEM163
SMC	DYM
LOC441155	LOC441155
MIR33A	MIR33A
ZBED3	ZBED3
PRD51	ZSCAN9
FAM109A	FAM109A
MIR6754	MIR6754
THPH4	PROC
AMBRA1	AMBRA1
7L63	RN7SL8P
MIRN1224	MIR1224
PPIP8	PPIAP8
JHDM1B	KDM2B
IGLVIV-64	IGLVIV-64
CK7	KRT7
RPS26P46	RPS26P46
DSP	DSPP
CT61	CCDC33
OR7E140P	OR7E140P
LPNB	SCGB1D2
OR10D3	OR10D3
hTAOK1	TAOK1
PUT1	KDM5B
LINC01150	LINC01150
LCMT	LCMT1
LOC100422713	LOC100422713
NEF	S100B
LOC100506654	LOC100506654
RPS27A_6_1513	RPS27AP1
MSN	MSN
EPDR1	EPDR1
CGM7	CEACAM4
SMARCD1	SMARCD1
C15orf3	EID1
FCGRIII	FCGR3A
LOC102724904	LOC102724904
SH3RF3	SH3RF3
CDK11-p110	CDK11A
SSP29	ANP32B
ENOX1-AS2	ENOX1-AS2
ZNF347	ZNF347
IKLF	KLF5
LDHAP2	LDHAP2
ZNFN2A1	ZFYVE1
TIP-40	PARD6A
RNASEL1	ABCE1
LOC101930233	LOC101930233
GVINP2	GVINP2
FCHL2	HYPLIP2
SARI	BATF2
KCNIP3	KCNIP3
MRXS10	HSD17B10
PCBP1-AS1	PCBP1-AS1
LOC391771	LOC391771
RGS16	RGS16
LIBC	WISP3
GPBB	PYGB
CALN	PPP3CA
LOC100133131	LOC100133131
TCEB3CL	TCEB3CL
MIR5002	MIR5002
OR4C46	OR4C46
PEBP-4	PEBP4
LOC101927600	LOC101927600
NFATC4	NFATC4
LGMN1	LGMN
CTRP10	C1QL2
MIR933	MIR933
CA14	CA14
MGC:10353	TRAF1
LOC102725487	LOC102725487
TRICB	TMEM38B
TSP1	PRSS55
FAM205CP	FAM205CP
KAT13A	NCOA1
SCARNA9	SCARNA9
SGNE1	SCG5
H17739	PHACTR3
SNORD42B	SNORD42B
LARS1	LARS
FABG	HSD17B8
CD55	CD55
LINC00260	LINC00260
TRAJ9	TRAJ9
FILI-(ETA)	IL36B
TRNAS7	TRNAS7
HSPD1-16P	HSPD1P13
SSX2	SSX2
LINC01127	LINC01127
dJ196E23.2	HTATSF1
SYNGR3	SYNGR3
TRBV24-1	TRBV24-1
C6orf103	ADGB
TMSL3	TMSB4XP8
DHHC-18	ZDHHC18
NUP93	NUP93
SMAD3	SMAD3
RPS27A_5_866	RPS27AP12
DDX39BP1	DDX39BP1
HLA-30	HLA-N
RPL7AP22	RPL7AP22
C16orf24	FAM173A
CNRN3	PCDHA14
LOC339442	LOC339442
MS	MTR
IGHVIII-5-2	IGHVIII-5-2
RPL23AP21	RPL23AP21
VN1R74P	VN1R74P
OR51Q1	OR51Q1
STK37	PASK
SLEB13	SLEB13
CACNB3	CACNB3
LOC100420800	LOC100420800
HLHB2	BHLHE40
RPS27AP2	RPS27AP2
OR5AU1	OR5AU1
CRN	CRNKL1
c14_5395	CCDC175
CACNA1E	CACNA1E
PEX14	PEX14
TFIIIC102	GTF3C3
PCTK2	CDK17
LOC101927609	LOC101927609
LOC100129852	LOC100129852
LRRC16	LRRC16A
MGST	MGST1
C21orf126	ANKRD20A18P
FRA13B	FRA13B
MMP20A	MMP25
TRX1	TXN
CMTM1	CMTM1
LINC01203	LINC01203
RAPH1	RAPH1
PLTP	PLTP
LOC724060	LOC724060
MIR558	MIR558
SCZD9	DISC1
LOC101928522	LOC101928522
LOC101928215	LOC101928215
C20orf201	LKAAEAR1
C1orf72	TMEM51
LOC100421669	LOC100421669
ACTRII	ACVR2A
hnRNPA1-Lp	HNRNPA1P1
SLC25A1	SLC25A1
EZH2	EZH2
RN5S234	RNA5SP234
RN5S217	RNA5SP217
GRB7	GRB7
ERVMER61-1	ERVMER61-1
TYW2	TRMT12
APG4B	ATG4B
Cipar1	PARM1
SI-CLP	CHID1
HBN1	HBN1
PELO	PELO
bA432J24.1	PWWP2B
GUCB3	GUCY1B3
nc886	VTRNA2-1
LOC101927385	LOC101927385
LOC101930517	LOC101930517
HMGIYL4	INO80B
ZAC	ZACN
LEPRE1	LEPRE1
LOC100131069	LOC100131069
LOC150776	LOC150776
R3HDM4	R3HDM4
LOC102725313	LOC102725313
MIR192	MIR192
LINC00222	LINC00222
PRO1914	ZNF770
REP15	REP15
ZC3H3	ZC3H3
SCYA3L	CCL3L3
RAE28	PHC1
LILRB6	LILRA6
CTRCT38	AGK
ACBD5	ACBD5
LOC100996288	LOC100996288
TCRBV12S4	TRBV12-4
GSD4	GBE1
CCDC137	CCDC137
UGT2B15	UGT2B15
DNASE1L3	DNASE1L3
RPL35A_11_983	RPL35AP21
MST576	VKORC1
CGM12	CEACAMP5
OR14-10	OR4K3
G-ALPHA-q	GNAQ
ST2L	IL1RL1
NUOMS	NDUFA4L2
AVSD3	GJA1
FBNL	EFEMP1
RPL17P43	RPL17P43
PEPCKC	PCK1
IFN-alphaH	IFNA14
LOC101930397	LOC101930397
TMEM161BP1	TMEM161BP1
DUP3Q29	DUP3Q29
EIF2gamma	EIF2S3
RPL10AP11	RPL10AP11
CT	PCYT1A
LOC401400	LOC401400
EAR3	NR2F1
ECTD4	KRT85
PA2G4L2	PA2G4P5
VIPL	LMAN2L
CCNI2	CCNI2
LOC101060049	LOC101060049
PC8	PCSK7
PDE6D	PDE6D
B-raf	SNRPE
NKRF	NKRF
TZP	PHF20
HPC11	HNF1B
LOC101928158	LOC101928158
TNFSF15	TNFSF15
ADRBR	ADRB2
SPDA1	HLA-B
ART	AGRP
ODG3	PSMC3IP
LOC101928473	LOC101928473
SLC20A1P2	SLC20A1P2
RNA5SP480	RNA5SP480
UNQ6369	ITIH6
519	GNLY
HTS1	ST5
RPL26_2_76	RPL26P9
ATP5A1P5	ATP5A1P5
hCyPX	PPIL1
PCAT5	PCAT5
LOC101928139	LOC101928139
14q(I-2)	SNORD113-2
TMEM13	OPN5
ST13P7	ST13P7
COUP-TFI	NR2F1
LOC102725191	LOC102725191
LOC101928065	LOC101928065
APOL4	APOL4
CTSL1P8	CTSLP8
SLC9C1	SLC9C1
nrs	SPNS1
RPS2P37	RPS2P37
IGHV4OR15-8	IGHV4OR15-8
LOC101928502	LOC101928502
STMN3	STMN3
RAB14	RAB14
LOC102723542	LOC102723542
HDDC3	HDDC3
CXCR2	CXCR2
COMMD7	COMMD7
UNC93	UNC93B1
CDY9P	CDY9P
GMAP	GAL
SDR38C1	SPR
CROCCP	CROCCP1
MRX19	RPS6KA3
EB2	MAPRE2
GTF2SP	TCEA1P1
LINC00696	LINC00696
DYNC1LI2	DYNC1LI2
QIN	FOXG1
RPL31_10_468	RPL31P31
GOLGA9P	GOLGA8I
VSNL1	VSNL1
LOC101927770	LOC101927770
MSTP024	C12orf10
MRX7	MRX7
PIH1D1	PIH1D1
EFTUD2	EFTUD2
FANCD2OS	FANCD2OS
RP67	NEK2
HSPB11	HSPB11
ANK-S	ANKRD46
LOC102724925	LOC102724925
RPS29P5	RPS29P5
LIPO	HMGA2
LOC102724030	LOC102724030
HARP	ANKS4B
OR2W3	OR2W3
ARCH	ZBTB8OS
HSB1	SH3KBP1
D19S1177E	TOMM40
STRIP2	STRIP2
LOC102723786	LOC102723786
BP21	BP21
S100A11P3	S100A11P3
p24	NRSN1
ST13P14	ST13P14
LOC401770	LOC401770
KRTHB4	KRT84
THAP8	THAP8
PP1665	GDPD5
IGLL2P	IGLL2P
KCa2.1	KCNN1
C3orf20	C3orf20
UNC84A	SUN1
MAU2L	MAU2
GCMA	GCM1
Nav2.1	SCN7A
RNA5SP248	RNA5SP248
SCD5	SCD5
LOC102725272	LOC102725272
smk-1	SMEK1
KTN1-AS1	KTN1-AS1
LSG1	LSG1
CRP2BP	CSRP2BP
HBFQTL3	FCP1
RBMY2B	RBMY2BP
MEGT1	LY6G6D
Necl-1	CADM3
SNU13	NHP2L1
GPR22	GPR22
ACTRT1	ACTRT1
TCEA	TCEA1
RN5S295	RNA5SP295
VN1R82P	VN1R82P
UGTREL1	SLC35B1
LOC102724944	LOC102724944
SLC47A1	SLC47A1
KVLQT1	KCNQ1
AIDD	DCD
hArp8	ACTR8
RTN4-B2	RTN4
GMA	MAG
LOC100129872	LOC100129872
3-25P	IGHV3-25
FAM30B	KIAA0125P1
LPDL	LIPI
SCOP	PHLPP1
KAP2.1B	KRTAP2-4
MSSK-1	SRPK3
SH3RF3-AS1	SH3RF3-AS1
MIR124A	MIR124-1
KRTAP17-1	KRTAP17-1
AGAP1-IT1	AGAP1-IT1
C2orf27AP2	C2orf27AP2
LOC101927143	LOC101927143
SETP2	SETP2
CDHR8	FAT1
LOC100419700	LOC100419700
OR9-23	OR1N2
BEYLA	LINC00293
TCRAV33S1	TRAV33
PBCRA	PBCRA1
CRHR2	CRHR2
TRNAN4	TRNAN4
H2A.z	H2AFZ
MIR1255B-2	MIR1255B2
p42IP4	ADAP1
KIR3DL2	KIR3DL2
AFB1-AR1	AKR7A2
ATP2C1	ATP2C1
RNA5SP214	RNA5SP214
FKSG52	FKSG49
TMEM230	TMEM230
MAMSTR	MAMSTR
Hiap-2	BIRC2
CXorf18	SPANXA2-OT1
RPS3_1_443	RPS3P3
SMARBP1	BANP
PRDX4P1	PRDX4P1
LINC00350	LINC00350
HA8	KRT38
RPL21_31_978	RPL21P83
ANGIE2	CXCL13
IGHV210	IGHV2-10
LI1	TGM1
LOC102724608	LOC102724608
STOX2	STOX2
LOC644058	LOC644058
DNAH1	DNAH1
TEB2	SOHLH1
LOC101929004	LOC101929004
ABCB1	ABCB1
CTAGE7P	CTAGE7P
RPL31P55	RPL31P55
ATP5CL2	ATP5C1P1
C14orf87	GLRX5
CI-23k	NDUFS8
HG4	PKD1P4
ST11	ST11
LLGL1	LLGL1
Zn-15	ZNF292
TNFR60	TNFRSF1A
DLSTP	DLSTP1
USP54	USP54
UCRP	CLRN1-AS1
MyHC-pn	MYH8
LOC100419624	LOC100419624
FRA8D	FRA8D
CABL1	CABLES1
pERp1	MZB1
H2AZ	H2AFZ
SCUBE1	SCUBE1
C3orf48	PP2D1
C20orf25	CDH22
HUWE1	HUWE1
NDNC10	FZD6
LOC652990	LOC652990
MIRN345	MIR345
HIOMTY	ASMT
TAT1	SLC16A10
LOC101928629	LOC101928629
NSP1	SH2D3A
OXCT1	OXCT1
FABP5P9	FABP5P9
MIRN324	MIR324
MEX-3B	MEX3B
LOC102724544	LOC102724544
SV2B	SV2B
NPIK	PI4KB
TCF13	TEAD1
CASQ2BP1	ASPH
ZnT-8	SLC30A8
GTHMUS	GSTM2
GP6	GP6
CRYBA2	CRYBA2
C-CBL	CBL
LOC102723672	LOC102723672
LOC100996478	LOC100996478
HPE4	TGIF1
CTPS	CTPS1
EPS8L1	EPS8L1
EYA1	EYA1
FKSG60	FKSG49
MAMDC1	MDGA2
NaCT	SLC13A2
TRNAC3	TRNAC3
PLA1A	PLA1A
C20orf114	BPIFB1
RPL7AP63	RPL7AP63
PPP1R42	PPP1R42
LOC102724979	LOC102724979
GALNACT11	GALNT11
HOXA10-AS	HOXA10-AS
nCL-2	CAPN8
GS1-204I12.1	GS1-204I12.1
VISFATIN	NAMPT
MIR4477A	MIR4477A
CDw328	SIGLEC7
XAP3	RBCK1
LOC100420707	LOC100420707
LOC100131678	LOC100131678
BUD22	SRFBP1
